product_sk,last_movement_date,days_since_movement,is_slow_moving,Product_ID,Product_Name,Category,Sub_Category,Source_System
818,2016-04-03,617,True,TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,Technology,Phones,Supply_Chain
819,2014-09-07,1191,True,TEC-PH-10002075,AT&T EL51110 DECT,Technology,Phones,Supply_Chain
820,2017-06-10,184,True,OFF-LA-10004689,Avery 512,Office Supplies,Labels,Supply_Chain
821,2017-04-09,246,True,OFF-BI-10002867,GBC Recycled Regency Composition Covers,Office Supplies,Binders,Supply_Chain
822,2017-11-07,34,False,FUR-TA-10000849,Bevis Rectangular Conference Tables,Furniture,Tables,Supply_Chain
823,2017-08-07,126,True,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,Supply_Chain
824,2014-11-07,1130,True,FUR-CH-10002758,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,Chairs,Supply_Chain
825,2017-12-04,7,False,OFF-ST-10000532,Advantus Rolling Drawer Organizers,Office Supplies,Storage,Supply_Chain
826,2017-02-09,305,True,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories,Supply_Chain
827,2017-10-12,60,False,TEC-AC-10003709,Maxell 4.7GB DVD-R 5/Pack,Technology,Accessories,Supply_Chain
828,2017-10-12,60,False,OFF-BI-10001191,Canvas Sectional Post Binders,Office Supplies,Binders,Supply_Chain
829,2016-06-12,547,True,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances,Supply_Chain
830,2017-09-02,100,True,OFF-ST-10000918,Crate-A-Files,Office Supplies,Storage,Supply_Chain
831,2017-10-08,64,False,TEC-PH-10001336,Digium D40 VoIP phone,Technology,Phones,Supply_Chain
832,2016-11-05,401,True,TEC-PH-10003187,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Technology,Phones,Supply_Chain
833,2015-11-07,765,True,OFF-AR-10001683,Lumber Crayons,Office Supplies,Art,Supply_Chain
834,2017-09-11,91,True,OFF-PA-10004239,Xerox 1953,Office Supplies,Paper,Supply_Chain
835,2017-07-01,163,True,OFF-ST-10001128,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,Storage,Supply_Chain
836,2017-11-11,30,False,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,Supply_Chain
837,2017-12-01,10,False,OFF-PA-10000520,Xerox 201,Office Supplies,Paper,Supply_Chain
838,2017-09-10,92,True,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,Supply_Chain
839,2017-04-08,247,True,FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings,Supply_Chain
840,2017-11-06,35,False,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,Supply_Chain
841,2017-06-12,182,True,FUR-FU-10001546,Dana Swing-Arm Lamps,Furniture,Furnishings,Supply_Chain
842,2017-11-02,39,False,OFF-PA-10000791,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,Paper,Supply_Chain
843,2017-08-12,121,True,TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,Technology,Copiers,Supply_Chain
844,2017-11-03,38,False,OFF-PA-10000327,Xerox 1971,Office Supplies,Paper,Supply_Chain
845,2017-11-03,38,False,OFF-LA-10001771,Avery 513,Office Supplies,Labels,Supply_Chain
846,2016-03-08,643,True,TEC-PH-10002890,AT&T 17929 Lendline Telephone,Technology,Phones,Supply_Chain
847,2017-09-08,94,True,TEC-PH-10001750,Samsung Rugby III,Technology,Phones,Supply_Chain
848,2016-12-02,374,True,OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances,Supply_Chain
849,2017-01-01,344,True,FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,Furnishings,Supply_Chain
850,2017-07-10,154,True,FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,Supply_Chain
851,2017-06-04,190,True,OFF-AR-10002255,Newell 346,Office Supplies,Art,Supply_Chain
852,2017-06-04,190,True,OFF-BI-10002557,Presstex Flexible Ring Binders,Office Supplies,Binders,Supply_Chain
853,2016-12-06,370,True,TEC-PH-10002834,Google Nexus 5,Technology,Phones,Supply_Chain
854,2016-12-06,370,True,OFF-PA-10001736,Xerox 1880,Office Supplies,Paper,Supply_Chain
855,2017-11-12,29,False,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,Supply_Chain
856,2017-11-12,29,False,FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,Furnishings,Supply_Chain
857,2017-11-12,29,False,TEC-PH-10001459,Samsung Galaxy Mega 6.3,Technology,Phones,Supply_Chain
858,2015-05-07,949,True,OFF-PA-10000213,Xerox 198,Office Supplies,Paper,Supply_Chain
859,2017-12-04,7,False,FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Furniture,Chairs,Supply_Chain
860,2017-05-08,217,True,OFF-PA-10003848,Xerox 1997,Office Supplies,Paper,Supply_Chain
861,2017-11-04,37,False,OFF-BI-10003094,Self-Adhesive Ring Binder Labels,Office Supplies,Binders,Supply_Chain
862,2017-03-11,275,True,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders,Supply_Chain
863,2016-10-06,431,True,OFF-BI-10004654,VariCap6 Expandable Binder,Office Supplies,Binders,Supply_Chain
864,2017-10-09,63,False,OFF-BI-10003655,Durable Pressboard Binders,Office Supplies,Binders,Supply_Chain
865,2016-09-08,459,True,OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances,Supply_Chain
866,2015-11-08,764,True,OFF-FA-10002701,Alliance Rubber Bands,Office Supplies,Fasteners,Supply_Chain
867,2017-11-11,30,False,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,Supply_Chain
868,2016-09-11,456,True,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,Supply_Chain
869,2015-11-12,760,True,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",Office Supplies,Binders,Supply_Chain
870,2015-12-10,732,True,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art,Supply_Chain
871,2017-10-05,67,False,FUR-FU-10004666,DAX Clear Channel Poster Frame,Furniture,Furnishings,Supply_Chain
872,2017-10-03,69,False,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,Supply_Chain
873,2017-09-11,91,True,OFF-EN-10002312,#10 Self-Seal White Envelopes,Office Supplies,Envelopes,Supply_Chain
874,2017-09-11,91,True,FUR-CH-10002320,Hon Pagoda Stacking Chairs,Furniture,Chairs,Supply_Chain
875,2017-11-06,35,False,OFF-AR-10001216,Newell 339,Office Supplies,Art,Supply_Chain
876,2017-10-06,66,False,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,Supply_Chain
877,2017-10-06,66,False,OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances,Supply_Chain
878,2017-10-06,66,False,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper,Supply_Chain
879,2017-03-11,275,True,TEC-PH-10002555,Nortel Meridian M5316 Digital phone,Technology,Phones,Supply_Chain
880,2016-04-09,611,True,OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,Office Supplies,Binders,Supply_Chain
881,2016-11-07,399,True,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,Supply_Chain
882,2017-02-09,305,True,OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,Office Supplies,Binders,Supply_Chain
883,2017-02-09,305,True,FUR-FU-10000550,Stacking Trays by OIC,Furniture,Furnishings,Supply_Chain
884,2016-03-03,648,True,OFF-PA-10001977,Xerox 194,Office Supplies,Paper,Supply_Chain
885,2016-12-08,368,True,OFF-BI-10001267,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,Binders,Supply_Chain
886,2015-06-11,914,True,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Furnishings,Supply_Chain
887,2017-04-08,247,True,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,Supply_Chain
888,2017-10-02,70,False,OFF-PA-10004438,Xerox 1907,Office Supplies,Paper,Supply_Chain
889,2017-11-12,29,False,OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,Supply_Chain
890,2017-11-12,29,False,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,Technology,Phones,Supply_Chain
891,2017-11-12,29,False,TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,Technology,Accessories,Supply_Chain
892,2017-02-11,303,True,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,Supply_Chain
893,2017-11-04,37,False,OFF-BI-10004040,Wilson Jones Impact Binders,Office Supplies,Binders,Supply_Chain
894,2017-11-11,30,False,OFF-AR-10004260,Boston 1799 Powerhouse Electric Pencil Sharpener,Office Supplies,Art,Supply_Chain
895,2017-09-10,92,True,OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper,Supply_Chain
896,2017-12-05,6,False,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,Supply_Chain
897,2014-11-07,1130,True,OFF-EN-10004773,Staple envelope,Office Supplies,Envelopes,Supply_Chain
898,2017-10-02,70,False,TEC-PH-10002115,Plantronics 81402,Technology,Phones,Supply_Chain
899,2017-11-11,30,False,OFF-BI-10002949,Prestige Round Ring Binders,Office Supplies,Binders,Supply_Chain
900,2016-10-07,430,True,OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,Fasteners,Supply_Chain
901,2015-10-01,802,True,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,Office Supplies,Binders,Supply_Chain
902,2014-12-01,1106,True,TEC-PH-10001644,"BlueLounge Milo Smartphone Stand, White/Metallic",Technology,Phones,Supply_Chain
903,2014-12-08,1099,True,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,Supply_Chain
904,2016-06-05,554,True,OFF-LA-10000407,Avery White Multi-Purpose Labels,Office Supplies,Labels,Supply_Chain
905,2016-01-09,702,True,TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,Accessories,Supply_Chain
906,2017-07-08,156,True,OFF-LA-10002762,Avery 485,Office Supplies,Labels,Supply_Chain
907,2017-11-10,31,False,OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,Binders,Supply_Chain
908,2017-12-04,7,False,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper,Supply_Chain
909,2016-06-06,553,True,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Technology,Phones,Supply_Chain
910,2017-11-02,39,False,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,Supply_Chain
911,2015-09-05,828,True,OFF-SU-10003567,Stiletto Hand Letter Openers,Office Supplies,Supplies,Supply_Chain
912,2015-10-10,793,True,OFF-ST-10004459,Tennsco Single-Tier Lockers,Office Supplies,Storage,Supply_Chain
913,2017-09-01,101,True,FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,Furnishings,Supply_Chain
914,2017-12-01,10,False,TEC-PH-10004912,Cisco SPA112 2 Port Phone Adapter,Technology,Phones,Supply_Chain
915,2017-12-10,1,False,OFF-AR-10000799,Col-Erase Pencils with Erasers,Office Supplies,Art,Supply_Chain
916,2016-07-08,521,True,TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,Technology,Phones,Supply_Chain
917,2017-11-12,29,False,OFF-FA-10003495,Staples,Office Supplies,Fasteners,Supply_Chain
918,2017-12-09,2,False,OFF-AR-10004757,Crayola Colored Pencils,Office Supplies,Art,Supply_Chain
919,2017-10-01,71,False,TEC-MA-10002428,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Technology,Machines,Supply_Chain
920,2017-12-09,2,False,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,Supply_Chain
921,2017-11-10,31,False,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,Furniture,Furnishings,Supply_Chain
922,2015-09-11,822,True,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art,Supply_Chain
923,2015-09-11,822,True,OFF-LA-10003190,Avery 474,Office Supplies,Labels,Supply_Chain
924,2017-11-01,40,False,OFF-PA-10001033,Xerox 1893,Office Supplies,Paper,Supply_Chain
925,2016-05-06,584,True,OFF-BI-10000773,Insertable Tab Post Binder Dividers,Office Supplies,Binders,Supply_Chain
926,2016-03-03,648,True,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings,Supply_Chain
927,2017-09-07,95,True,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper,Supply_Chain
928,2016-11-04,402,True,FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,Supply_Chain
929,2015-12-04,738,True,OFF-EN-10004147,Wausau Papers Astrobrights Colored Envelopes,Office Supplies,Envelopes,Supply_Chain
930,2017-09-08,94,True,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Furniture,Chairs,Supply_Chain
931,2017-10-07,65,False,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,Technology,Phones,Supply_Chain
932,2017-12-08,3,False,OFF-BI-10002854,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,Supply_Chain
933,2014-08-09,1220,True,TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,Phones,Supply_Chain
934,2017-12-07,4,False,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,Paper,Supply_Chain
935,2016-09-02,465,True,OFF-FA-10002676,Colored Push Pins,Office Supplies,Fasteners,Supply_Chain
936,2017-07-03,161,True,OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,Supply_Chain
937,2017-12-03,8,False,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,Supply_Chain
938,2017-12-08,3,False,OFF-ST-10003327,Akro-Mils 12-Gallon Tote,Office Supplies,Storage,Supply_Chain
939,2017-12-08,3,False,FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furniture,Furnishings,Supply_Chain
940,2017-12-08,3,False,OFF-PA-10003651,Xerox 1968,Office Supplies,Paper,Supply_Chain
941,2017-09-02,100,True,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",Office Supplies,Art,Supply_Chain
942,2017-09-04,98,True,OFF-BI-10004001,GBC Recycled VeloBinder Covers,Office Supplies,Binders,Supply_Chain
943,2015-03-10,1007,True,OFF-ST-10002406,Pizazz Global Quick File,Office Supplies,Storage,Supply_Chain
944,2016-06-07,552,True,OFF-FA-10002988,Ideal Clamps,Office Supplies,Fasteners,Supply_Chain
945,2017-11-04,37,False,OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,Supply_Chain
946,2016-03-12,639,True,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances,Supply_Chain
947,2017-11-12,29,False,OFF-PA-10003673,Strathmore Photo Mount Cards,Office Supplies,Paper,Supply_Chain
948,2017-11-12,29,False,TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,Accessories,Supply_Chain
949,2016-12-08,368,True,OFF-AR-10003056,Newell 341,Office Supplies,Art,Supply_Chain
950,2016-12-08,368,True,OFF-PA-10003363,Xerox 204,Office Supplies,Paper,Supply_Chain
951,2017-11-06,35,False,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,Supply_Chain
952,2017-10-12,60,False,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,Supply_Chain
953,2017-09-11,91,True,OFF-PA-10004101,Xerox 1894,Office Supplies,Paper,Supply_Chain
954,2017-09-04,98,True,FUR-BO-10000112,"Bush Birmingham Collection Bookcase, Dark Cherry",Furniture,Bookcases,Supply_Chain
955,2017-09-04,98,True,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,Paper,Supply_Chain
956,2017-09-04,98,True,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,Supply_Chain
957,2016-08-09,489,True,OFF-PA-10000130,Xerox 199,Office Supplies,Paper,Supply_Chain
958,2016-08-09,489,True,TEC-PH-10002350,Apple EarPods with Remote and Mic,Technology,Phones,Supply_Chain
959,2017-11-03,38,False,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,Technology,Accessories,Supply_Chain
960,2017-12-10,1,False,OFF-BI-10003476,Avery Metallic Poly Binders,Office Supplies,Binders,Supply_Chain
961,2014-05-09,1312,True,OFF-LA-10003121,Avery 506,Office Supplies,Labels,Supply_Chain
962,2014-05-09,1312,True,OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,Paper,Supply_Chain
963,2017-12-01,10,False,OFF-PA-10004735,Xerox 1905,Office Supplies,Paper,Supply_Chain
964,2017-11-07,34,False,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,Supply_Chain
965,2017-11-07,34,False,TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories,Supply_Chain
966,2017-09-04,98,True,OFF-AR-10002335,DIXON Oriole Pencils,Office Supplies,Art,Supply_Chain
967,2017-12-05,6,False,OFF-PA-10000007,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,Supply_Chain
968,2016-07-03,526,True,OFF-PA-10000552,Xerox 200,Office Supplies,Paper,Supply_Chain
969,2017-07-03,161,True,TEC-MA-10001148,Okidata MB491 Multifunction Printer,Technology,Machines,Supply_Chain
970,2017-08-07,126,True,OFF-AR-10004062,Staples in misc. colors,Office Supplies,Art,Supply_Chain
971,2016-08-11,487,True,OFF-BI-10003305,Avery Hanging File Binders,Office Supplies,Binders,Supply_Chain
972,2015-12-10,732,True,FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs,Supply_Chain
973,2017-01-02,343,True,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,Supply_Chain
974,2017-09-07,95,True,TEC-AC-10002134,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories,Supply_Chain
975,2015-12-11,731,True,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,Supply_Chain
976,2017-11-03,38,False,TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,Supply_Chain
977,2016-09-05,462,True,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,Supply_Chain
978,2017-09-04,98,True,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,Supply_Chain
979,2017-09-04,98,True,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones,Supply_Chain
980,2017-12-11,0,False,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,Supply_Chain
981,2017-05-03,222,True,OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage,Supply_Chain
982,2016-11-10,396,True,OFF-PA-10004039,Xerox 1882,Office Supplies,Paper,Supply_Chain
983,2017-08-11,122,True,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,Paper,Supply_Chain
984,2017-06-01,193,True,OFF-PA-10000682,Xerox 1924,Office Supplies,Paper,Supply_Chain
985,2017-12-09,2,False,TEC-AC-10004859,"Maxell Pro 80 Minute CD-R, 10/Pack",Technology,Accessories,Supply_Chain
986,2017-12-09,2,False,OFF-AR-10001860,BIC Liqua Brite Liner,Office Supplies,Art,Supply_Chain
987,2017-09-08,94,True,TEC-AC-10002558,Imation Swivel Flash Drive USB flash drive - 8 GB,Technology,Accessories,Supply_Chain
988,2015-03-12,1005,True,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,Supply_Chain
989,2016-02-02,678,True,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,Furniture,Furnishings,Supply_Chain
990,2016-09-02,465,True,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,Supply_Chain
991,2017-10-05,67,False,TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,Technology,Phones,Supply_Chain
992,2014-12-08,1099,True,OFF-SU-10000432,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies,Supply_Chain
993,2017-11-12,29,False,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,Supply_Chain
994,2017-12-09,2,False,OFF-LA-10004409,Avery 492,Office Supplies,Labels,Supply_Chain
995,2014-12-08,1099,True,OFF-PA-10001569,Xerox 232,Office Supplies,Paper,Supply_Chain
996,2017-09-08,94,True,OFF-ST-10001031,Adjustable Personal File Tote,Office Supplies,Storage,Supply_Chain
997,2017-03-02,284,True,OFF-BI-10004224,Catalog Binders with Expanding Posts,Office Supplies,Binders,Supply_Chain
998,2017-03-05,281,True,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Fasteners,Supply_Chain
999,2015-07-09,886,True,FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,Supply_Chain
1000,2015-07-09,886,True,OFF-LA-10000476,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Office Supplies,Labels,Supply_Chain
1001,2017-07-09,155,True,OFF-AR-10002987,Prismacolor Color Pencil Set,Office Supplies,Art,Supply_Chain
1002,2015-07-09,886,True,OFF-ST-10003722,Project Tote Personal File,Office Supplies,Storage,Supply_Chain
1003,2017-08-04,129,True,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,Envelopes,Supply_Chain
1004,2017-04-03,252,True,OFF-AR-10003045,Prang Colored Pencils,Office Supplies,Art,Supply_Chain
1005,2017-06-09,185,True,OFF-ST-10001496,Standard Rollaway File with Lock,Office Supplies,Storage,Supply_Chain
1006,2017-12-09,2,False,OFF-AR-10000122,Newell 314,Office Supplies,Art,Supply_Chain
1007,2017-05-06,219,True,OFF-PA-10002254,Xerox 1883,Office Supplies,Paper,Supply_Chain
1008,2017-12-03,8,False,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,Paper,Supply_Chain
1009,2017-12-02,9,False,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,Supply_Chain
1010,2017-03-10,276,True,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),Technology,Phones,Supply_Chain
1011,2016-03-03,648,True,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners,Supply_Chain
1012,2016-11-09,397,True,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,Technology,Accessories,Supply_Chain
1013,2015-06-04,921,True,TEC-AC-10001874,Logitech Wireless Anywhere Mouse MX for PC and Mac,Technology,Accessories,Supply_Chain
1014,2015-05-03,953,True,FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,Furnishings,Supply_Chain
1015,2015-07-09,886,True,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones,Supply_Chain
1016,2016-09-04,463,True,OFF-AR-10002804,Faber Castell Col-Erase Pencils,Office Supplies,Art,Supply_Chain
1017,2017-12-08,3,False,OFF-BI-10001670,Vinyl Sectional Post Binders,Office Supplies,Binders,Supply_Chain
1018,2017-11-04,37,False,TEC-PH-10002483,Motorola Moto X,Technology,Phones,Supply_Chain
1019,2015-11-12,760,True,OFF-AR-10001246,Newell 317,Office Supplies,Art,Supply_Chain
1020,2016-12-11,365,True,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,Supply_Chain
1021,2017-06-03,191,True,TEC-PH-10000441,VTech DS6151,Technology,Phones,Supply_Chain
1022,2016-12-01,375,True,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,Supply_Chain
1023,2017-03-05,281,True,OFF-LA-10003537,Avery 515,Office Supplies,Labels,Supply_Chain
1024,2017-12-09,2,False,OFF-PA-10004965,Xerox 1921,Office Supplies,Paper,Supply_Chain
1025,2017-10-09,63,False,OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Office Supplies,Paper,Supply_Chain
1026,2017-05-07,218,True,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,Chairs,Supply_Chain
1027,2017-05-07,218,True,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,Supply_Chain
1028,2017-12-07,4,False,OFF-FA-10000611,Binder Clips by OIC,Office Supplies,Fasteners,Supply_Chain
1029,2017-06-02,192,True,OFF-PA-10004733,Things To Do Today Spiral Book,Office Supplies,Paper,Supply_Chain
1030,2017-06-06,188,True,FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",Furniture,Furnishings,Supply_Chain
1031,2017-06-06,188,True,OFF-ST-10002957,Sterilite Show Offs Storage Containers,Office Supplies,Storage,Supply_Chain
1032,2015-10-02,801,True,OFF-BI-10004828,GBC Poly Designer Binding Covers,Office Supplies,Binders,Supply_Chain
1033,2016-09-11,456,True,TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,Technology,Phones,Supply_Chain
1034,2014-06-02,1288,True,OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",Office Supplies,Art,Supply_Chain
1035,2014-11-11,1126,True,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,Technology,Phones,Supply_Chain
1036,2017-05-01,224,True,TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",Technology,Accessories,Supply_Chain
