product_sk,Product_Name,Category,Sub_Category,risk_level,days_until_stockout,current_stock,daily_sales_rate,total_quantity,days_on_market,first_sale,last_sale
1375,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders,Low,66.7,2.0,0.03,11,364,2016-06-12,2017-06-11
1429,Belkin F9M820V08 8 Outlet Surge,Office Supplies,Appliances,Low,66.7,2.0,0.03,14,463,2016-09-02,2017-12-09
1459,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Paper,Low,66.7,2.0,0.03,11,423,2016-09-08,2017-11-05
28,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,Low,75.0,3.0,0.04,19,461,2016-09-04,2017-12-09
38,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,Low,75.0,3.0,0.04,17,451,2016-09-06,2017-12-01
175,Xerox 191,Office Supplies,Paper,Low,75.0,3.0,0.04,22,518,2016-06-06,2017-11-06
281,Acme Softgrip Scissors,Office Supplies,Supplies,Low,75.0,3.0,0.04,18,452,2016-07-07,2017-10-02
319,Logitech MX Performance Wireless Mouse,Technology,Accessories,Low,75.0,3.0,0.04,23,639,2016-01-05,2017-10-05
325,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders,Low,75.0,3.0,0.04,19,522,2015-08-09,2017-01-12
327,Poly Designer Cover & Back,Office Supplies,Binders,Low,75.0,3.0,0.04,23,634,2014-12-10,2016-09-04
587,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,Low,75.0,3.0,0.04,18,455,2016-09-10,2017-12-09
1118,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,Low,75.0,3.0,0.04,21,586,2016-05-03,2017-12-10
1207,"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,Binders,Low,75.0,3.0,0.04,19,517,2016-04-03,2017-09-02
1247,Avery Non-Stick Binders,Office Supplies,Binders,Low,75.0,3.0,0.04,20,528,2015-10-01,2017-03-12
381,"Global Stack Chair without Arms, Black",Furniture,Chairs,Low,80.0,4.0,0.05,27,528,2016-05-02,2017-10-12
1046,Avery Poly Binder Pockets,Office Supplies,Binders,Low,80.0,4.0,0.05,24,529,2015-06-01,2016-11-11
7,Newell 322,Office Supplies,Art,Low,100.0,1.0,0.01,9,668,2014-06-09,2016-04-07
8,Mitel 5320 IP Phone VoIP phone,Technology,Phones,Low,100.0,1.0,0.01,8,787,2014-06-09,2016-08-04
12,Konftel 250 Conference phone - Charcoal black,Technology,Phones,Low,100.0,1.0,0.01,6,1186,2014-06-09,2017-09-07
14,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,Storage,Low,100.0,2.0,0.02,11,670,2014-11-11,2016-09-11
16,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,Low,100.0,3.0,0.03,21,757,2015-08-07,2017-09-02
20,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,Low,100.0,1.0,0.01,8,641,2015-12-03,2017-09-04
26,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,Low,100.0,2.0,0.02,13,820,2014-09-08,2016-12-06
30,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,Low,100.0,1.0,0.01,4,512,2016-06-12,2017-11-06
32,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,Low,100.0,1.0,0.01,7,1057,2014-10-12,2017-09-03
33,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,Low,100.0,1.0,0.01,5,973,2014-10-12,2017-06-11
35,Eldon Portable Mobile Manager,Office Supplies,Storage,Low,100.0,2.0,0.02,14,916,2014-05-05,2016-11-06
42,Hon Racetrack Conference Tables,Furniture,Tables,Low,100.0,2.0,0.02,12,669,2014-11-03,2016-09-02
45,"Companion Letter/Legal File, Black",Office Supplies,Storage,Low,100.0,2.0,0.02,10,552,2014-12-08,2016-06-12
48,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,Low,100.0,4.0,0.04,29,828,2015-09-03,2017-12-09
55,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,Low,100.0,3.0,0.03,22,758,2015-07-11,2017-08-07
58,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,Low,100.0,2.0,0.02,13,666,2016-02-05,2017-12-02
59,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,Low,100.0,2.0,0.02,16,946,2015-04-04,2017-11-05
63,BIC Brite Liner Highlighters,Office Supplies,Art,Low,100.0,1.0,0.01,7,1187,2014-09-08,2017-12-08
66,SAFCO Arco Folding Chair,Furniture,Chairs,Low,100.0,3.0,0.03,17,669,2014-09-08,2016-07-08
68,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,Low,100.0,2.0,0.02,12,701,2014-09-08,2016-08-09
76,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,Low,100.0,3.0,0.03,17,554,2014-11-02,2016-05-09
79,4009 Highlighters by Sanford,Office Supplies,Art,Low,100.0,2.0,0.02,15,630,2015-10-12,2017-07-03
86,Nortel Business Series Terminal T7208 Digital phone,Technology,Phones,Low,100.0,1.0,0.01,7,494,2016-08-02,2017-12-09
88,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,Phones,Low,100.0,2.0,0.02,12,729,2015-12-03,2017-12-01
100,Bush Advantage Collection Round Conference Table,Furniture,Tables,Low,100.0,2.0,0.02,11,493,2015-12-01,2017-04-07
106,Xerox 1957,Office Supplies,Paper,Low,100.0,2.0,0.02,15,791,2014-04-05,2016-06-04
108,Staple-based wall hangings,Furniture,Furnishings,Low,100.0,1.0,0.01,9,754,2015-11-10,2017-12-03
116,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,Low,100.0,2.0,0.02,13,587,2015-05-03,2016-12-10
117,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,Paper,Low,100.0,1.0,0.01,6,676,2015-06-04,2017-04-10
120,Sabrent 4-Port USB 2.0 Hub,Technology,Accessories,Low,100.0,1.0,0.01,4,456,2016-09-01,2017-12-01
130,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders,Low,100.0,1.0,0.01,7,916,2014-06-01,2016-12-03
133,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,Low,100.0,1.0,0.01,9,675,2015-07-02,2017-05-07
135,Avery 509,Office Supplies,Labels,Low,100.0,2.0,0.02,10,650,2014-12-02,2016-09-12
137,Xerox 21,Office Supplies,Paper,Low,100.0,1.0,0.01,7,1220,2014-08-09,2017-12-11
140,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,Low,100.0,2.0,0.02,14,880,2014-11-04,2017-04-02
141,Telescoping Adjustable Floor Lamp,Furniture,Furnishings,Low,100.0,1.0,0.01,8,1155,2014-09-05,2017-11-03
143,Hewlett Packard LaserJet 3310 Copier,Technology,Copiers,Low,100.0,2.0,0.02,16,880,2014-05-08,2016-10-04
156,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",Office Supplies,Paper,Low,100.0,4.0,0.04,29,729,2015-12-10,2017-12-08
164,Super Decoflex Portable Personal File,Office Supplies,Storage,Low,100.0,2.0,0.02,10,549,2016-05-02,2017-11-02
165,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases,Low,100.0,2.0,0.02,11,578,2015-11-08,2017-06-08
177,Xerox 1987,Office Supplies,Paper,Low,100.0,1.0,0.01,7,1063,2014-12-09,2017-11-06
179,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Envelopes,Low,100.0,1.0,0.01,6,483,2015-11-07,2017-03-04
182,Letter Size Cart,Office Supplies,Storage,Low,100.0,2.0,0.02,15,753,2015-11-10,2017-12-02
184,Aluminum Document Frame,Furniture,Furnishings,Low,100.0,1.0,0.01,7,826,2014-06-02,2016-09-05
185,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Storage,Low,100.0,3.0,0.03,18,607,2016-04-12,2017-12-10
187,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,Low,100.0,2.0,0.02,13,635,2014-12-10,2016-09-05
188,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,Low,100.0,2.0,0.02,12,766,2015-09-03,2017-10-08
189,Avery 520,Office Supplies,Labels,Low,100.0,2.0,0.02,14,813,2015-09-12,2017-12-03
191,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Storage,Low,100.0,2.0,0.02,13,773,2014-03-01,2016-04-12
193,50 Colored Long Pencils,Office Supplies,Art,Low,100.0,1.0,0.01,9,878,2014-11-11,2017-04-07
196,"Global Geo Office Task Chair, Gray",Furniture,Chairs,Low,100.0,1.0,0.01,8,1398,2014-02-12,2017-12-11
198,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,Low,100.0,1.0,0.01,9,909,2014-11-09,2017-05-06
208,Square Credit Card Reader,Technology,Phones,Low,100.0,2.0,0.02,14,885,2014-06-09,2016-11-10
211,Eldon Gobal File Keepers,Office Supplies,Storage,Low,100.0,2.0,0.02,13,828,2015-09-03,2017-12-09
212,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,Low,100.0,1.0,0.01,6,516,2014-04-05,2015-09-03
213,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes,Low,100.0,2.0,0.02,15,791,2015-09-03,2017-11-02
214,Safco Contoured Stacking Chairs,Furniture,Chairs,Low,100.0,2.0,0.02,10,583,2015-11-07,2017-06-12
216,Sterilite Officeware Hinged File Box,Office Supplies,Storage,Low,100.0,2.0,0.02,12,792,2015-09-03,2017-11-03
223,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Technology,Phones,Low,100.0,1.0,0.01,5,539,2014-05-11,2015-11-01
227,Avery 473,Office Supplies,Labels,Low,100.0,2.0,0.02,11,489,2016-04-01,2017-08-03
228,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,Furniture,Tables,Low,100.0,1.0,0.01,8,548,2016-06-10,2017-12-10
231,Cisco SPA301,Technology,Phones,Low,100.0,2.0,0.02,14,910,2015-06-11,2017-12-07
233,"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,Low,100.0,3.0,0.03,23,666,2015-12-05,2017-10-01
237,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,Low,100.0,1.0,0.01,7,918,2014-04-06,2016-10-10
238,AT&T SB67148 SynJ,Technology,Phones,Low,100.0,1.0,0.01,8,1330,2014-04-11,2017-12-01
252,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,Low,100.0,2.0,0.02,10,611,2016-04-01,2017-12-03
253,AT&T TR1909W,Technology,Phones,Low,100.0,1.0,0.01,8,979,2014-04-07,2016-12-11
259,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,Low,100.0,2.0,0.02,15,920,2014-12-02,2017-06-09
265,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,Accessories,Low,100.0,1.0,0.01,7,1219,2014-07-05,2017-11-05
269,Laminate Occasional Tables,Furniture,Tables,Low,100.0,2.0,0.02,11,576,2015-04-09,2016-11-05
273,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,Low,100.0,1.0,0.01,9,944,2014-12-02,2017-07-03
274,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,Low,100.0,3.0,0.03,17,645,2014-06-04,2016-03-10
278,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,Low,100.0,2.0,0.02,14,729,2014-01-11,2016-01-10
279,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,Low,100.0,3.0,0.03,23,918,2014-06-02,2016-12-06
283,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,Tables,Low,100.0,1.0,0.01,9,1033,2014-05-12,2017-03-10
284,"Personal Folder Holder, Ebony",Office Supplies,Storage,Low,100.0,1.0,0.01,4,269,2016-03-09,2016-12-03
286,Avery 508,Office Supplies,Labels,Low,100.0,1.0,0.01,9,762,2014-01-04,2016-02-05
291,Avery Durable Binders,Office Supplies,Binders,Low,100.0,1.0,0.01,9,1189,2014-07-01,2017-10-02
293,Avery 476,Office Supplies,Labels,Low,100.0,2.0,0.02,15,729,2015-11-05,2017-11-03
294,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,Low,100.0,2.0,0.02,10,404,2014-11-02,2015-12-11
295,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,Low,100.0,1.0,0.01,7,740,2015-10-03,2017-10-12
298,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,Low,100.0,1.0,0.01,9,1282,2014-05-07,2017-11-09
303,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Technology,Accessories,Low,100.0,2.0,0.02,10,646,2015-02-03,2016-11-10
314,Acme Box Cutter Scissors,Office Supplies,Supplies,Low,100.0,2.0,0.02,16,672,2014-08-03,2016-06-05
318,Deluxe Chalkboard Eraser Cleaner,Office Supplies,Art,Low,100.0,1.0,0.01,6,543,2014-06-09,2015-12-04
320,Newell 337,Office Supplies,Art,Low,100.0,1.0,0.01,4,430,2016-01-05,2017-03-10
330,Staple envelope,Office Supplies,Envelopes,Low,100.0,2.0,0.02,11,661,2014-12-12,2016-10-03
331,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,Binders,Low,100.0,1.0,0.01,4,587,2014-09-01,2016-04-10
332,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels,Low,100.0,1.0,0.01,9,702,2015-12-10,2017-11-11
334,Xerox 1923,Office Supplies,Paper,Low,100.0,1.0,0.01,6,574,2016-04-08,2017-11-03
336,Xerox 1931,Office Supplies,Paper,Low,100.0,1.0,0.01,6,485,2014-12-10,2016-04-08
340,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,Low,100.0,3.0,0.03,17,646,2014-12-05,2016-09-11
344,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones,Low,100.0,1.0,0.01,5,966,2015-04-11,2017-12-02
345,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,Low,100.0,2.0,0.02,16,884,2015-04-11,2017-09-11
354,Avery File Folder Labels,Office Supplies,Labels,Low,100.0,2.0,0.02,11,609,2015-08-09,2017-04-09
357,Tuf-Vin Binders,Office Supplies,Binders,Low,100.0,2.0,0.02,15,817,2015-07-11,2017-10-05
359,Xerox 188,Office Supplies,Paper,Low,100.0,2.0,0.02,12,667,2015-08-06,2017-06-03
361,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art,Low,100.0,2.0,0.02,13,755,2014-11-11,2016-12-05
362,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,Phones,Low,100.0,1.0,0.01,4,755,2014-11-11,2016-12-05
363,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,Low,100.0,2.0,0.02,12,599,2014-11-11,2016-07-02
366,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,Low,100.0,2.0,0.02,12,546,2015-11-06,2017-05-05
367,UniKeep View Case Binders,Office Supplies,Binders,Low,100.0,1.0,0.01,7,848,2015-02-06,2017-06-03
368,G.E. Halogen Desk Lamp Bulbs,Furniture,Furnishings,Low,100.0,1.0,0.01,4,397,2014-06-04,2015-07-06
371,Xerox 2,Office Supplies,Paper,Low,100.0,2.0,0.02,11,509,2015-12-11,2017-05-03
372,Xerox 1935,Office Supplies,Paper,Low,100.0,3.0,0.03,21,648,2015-12-03,2017-09-11
373,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,Phones,Low,100.0,1.0,0.01,9,699,2016-01-11,2017-12-10
378,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,Low,100.0,2.0,0.02,15,708,2015-03-01,2017-02-06
382,Cisco Unified IP Phone 7945G VoIP phone,Technology,Phones,Low,100.0,2.0,0.02,13,755,2014-08-09,2016-09-02
383,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,Low,100.0,1.0,0.01,9,933,2014-09-11,2017-04-01
384,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,Low,100.0,1.0,0.01,9,737,2015-07-03,2017-07-09
385,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper,Low,100.0,2.0,0.02,12,609,2015-07-03,2017-03-03
388,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,Furnishings,Low,100.0,1.0,0.01,7,883,2015-04-04,2017-09-03
396,Easy-staple paper,Office Supplies,Paper,Low,100.0,1.0,0.01,6,940,2015-04-11,2017-11-06
401,Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,Art,Low,100.0,3.0,0.03,21,610,2014-04-05,2015-12-06
404,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Office Supplies,Paper,Low,100.0,1.0,0.01,4,305,2014-11-03,2015-09-04
405,Security-Tint Envelopes,Office Supplies,Envelopes,Low,100.0,2.0,0.02,10,648,2014-06-03,2016-03-12
406,Brown Kraft Recycled Envelopes,Office Supplies,Envelopes,Low,100.0,1.0,0.01,7,764,2015-03-02,2017-04-04
412,Steel Personal Filing/Posting Tote,Office Supplies,Storage,Low,100.0,1.0,0.01,7,611,2015-04-10,2016-12-11
414,Xerox 1896,Office Supplies,Paper,Low,100.0,1.0,0.01,5,490,2015-07-11,2016-11-12
415,Cardinal Slant-D Ring Binders,Office Supplies,Binders,Low,100.0,1.0,0.01,8,788,2015-04-05,2017-06-01
418,Acco Expandable Hanging Binders,Office Supplies,Binders,Low,100.0,1.0,0.01,4,518,2015-04-04,2016-09-03
419,Shocksock Galaxy S4 Armband,Technology,Phones,Low,100.0,1.0,0.01,7,915,2014-12-06,2017-06-08
420,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Copiers,Low,100.0,1.0,0.01,6,949,2014-05-02,2016-12-06
422,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,Low,100.0,1.0,0.01,4,721,2014-07-12,2016-07-02
424,PowerGen Dual USB Car Charger,Technology,Phones,Low,100.0,1.0,0.01,8,1105,2014-03-03,2017-03-12
427,Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,Low,100.0,2.0,0.02,12,644,2015-11-02,2017-08-07
431,Iris Project Case,Office Supplies,Storage,Low,100.0,1.0,0.01,8,1154,2014-10-11,2017-12-08
434,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Technology,Accessories,Low,100.0,2.0,0.02,14,604,2016-04-08,2017-12-03
438,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders,Low,100.0,1.0,0.01,8,949,2015-02-03,2017-09-09
439,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,Low,100.0,1.0,0.01,5,517,2016-04-10,2017-09-09
441,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,Furnishings,Low,100.0,1.0,0.01,7,1034,2014-11-10,2017-09-09
442,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,Low,100.0,1.0,0.01,6,460,2016-06-06,2017-09-09
443,Samsung Galaxy Note 2,Technology,Phones,Low,100.0,2.0,0.02,13,739,2015-11-02,2017-11-10
446,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings,Low,100.0,1.0,0.01,7,849,2014-08-08,2016-12-04
456,Hon Non-Folding Utility Tables,Furniture,Tables,Low,100.0,2.0,0.02,13,730,2014-12-12,2016-12-11
461,Wilson Jones Active Use Binders,Office Supplies,Binders,Low,100.0,2.0,0.02,15,788,2015-07-09,2017-09-04
472,Colorific Watercolor Pencils,Office Supplies,Art,Low,100.0,1.0,0.01,8,822,2015-07-04,2017-10-03
480,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones,Low,100.0,1.0,0.01,9,614,2014-07-01,2016-03-06
482,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,Low,100.0,2.0,0.02,16,977,2014-06-02,2017-02-03
484,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,Low,100.0,2.0,0.02,13,708,2015-11-01,2017-10-09
485,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,Phones,Low,100.0,1.0,0.01,9,952,2015-04-05,2017-11-12
486,Advantus Rolling Storage Box,Office Supplies,Storage,Low,100.0,1.0,0.01,7,701,2015-07-02,2017-06-02
491,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Low,100.0,1.0,0.01,7,1186,2014-07-07,2017-10-05
493,Things To Do Today Pad,Office Supplies,Paper,Low,100.0,1.0,0.01,7,672,2015-07-02,2017-05-04
495,Xerox 1909,Office Supplies,Paper,Low,100.0,2.0,0.02,12,696,2014-06-09,2016-05-05
498,Adtran 1202752G1,Technology,Phones,Low,100.0,1.0,0.01,9,1258,2014-06-01,2017-11-10
500,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,Low,100.0,2.0,0.02,15,949,2014-12-02,2017-07-08
501,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,Low,100.0,1.0,0.01,9,1223,2014-08-05,2017-12-10
506,Newell 329,Office Supplies,Art,Low,100.0,1.0,0.01,8,763,2014-08-04,2016-09-05
507,Panasonic KX T7731-B Digital phone,Technology,Phones,Low,100.0,1.0,0.01,7,855,2014-08-04,2016-12-06
508,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,Storage,Low,100.0,1.0,0.01,7,1193,2014-08-04,2017-11-09
510,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage,Low,100.0,1.0,0.01,9,1338,2014-03-07,2017-11-04
511,White Computer Printout Paper by Universal,Office Supplies,Paper,Low,100.0,2.0,0.02,12,551,2014-08-03,2016-02-05
517,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,Low,100.0,3.0,0.03,18,667,2016-02-05,2017-12-03
518,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,Low,100.0,2.0,0.02,13,553,2015-12-06,2017-06-11
521,Hon 61000 Series Interactive Training Tables,Furniture,Tables,Low,100.0,2.0,0.02,10,522,2016-05-05,2017-10-09
523,Airmail Envelopes,Office Supplies,Envelopes,Low,100.0,1.0,0.01,6,752,2014-10-11,2016-11-01
525,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Art,Low,100.0,1.0,0.01,6,665,2014-11-07,2016-09-02
531,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,Low,100.0,2.0,0.02,12,589,2015-11-01,2017-06-12
533,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,Low,100.0,1.0,0.01,8,548,2014-06-01,2015-12-01
535,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,Low,100.0,1.0,0.01,8,616,2016-04-02,2017-12-09
536,Xerox 1946,Office Supplies,Paper,Low,100.0,1.0,0.01,6,797,2015-10-04,2017-12-09
541,Cisco IP Phone 7961G-GE VoIP phone,Technology,Phones,Low,100.0,1.0,0.01,9,677,2015-11-03,2017-09-10
554,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,Low,100.0,2.0,0.02,13,548,2014-11-01,2016-05-02
555,Xerox 1970,Office Supplies,Paper,Low,100.0,2.0,0.02,10,644,2015-12-06,2017-09-10
562,GBC Recycled Grain Textured Covers,Office Supplies,Binders,Low,100.0,1.0,0.01,7,675,2014-02-04,2015-12-11
564,Canon Imageclass D680 Copier / Fax,Technology,Copiers,Low,100.0,1.0,0.01,9,1252,2014-07-06,2017-12-09
566,Newell 310,Office Supplies,Art,Low,100.0,1.0,0.01,9,1032,2015-02-06,2017-12-04
569,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,Low,100.0,3.0,0.03,23,889,2014-11-03,2017-04-10
571,Newell 333,Office Supplies,Art,Low,100.0,2.0,0.02,15,792,2015-07-06,2017-09-05
576,Panasonic KX-TG9471B,Technology,Phones,Low,100.0,2.0,0.02,12,516,2014-03-11,2015-08-09
577,Xerox 1886,Office Supplies,Paper,Low,100.0,2.0,0.02,14,789,2015-08-09,2017-10-06
578,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,Low,100.0,1.0,0.01,9,1137,2014-08-01,2017-09-11
581,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,Low,100.0,2.0,0.02,10,573,2016-05-08,2017-12-02
583,Avery 480,Office Supplies,Labels,Low,100.0,1.0,0.01,5,550,2014-02-06,2015-08-10
588,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,Low,100.0,1.0,0.01,5,674,2015-09-03,2017-07-08
589,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories,Low,100.0,1.0,0.01,6,517,2016-02-07,2017-07-08
590,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage,Low,100.0,1.0,0.01,5,645,2014-08-02,2016-05-08
591,Xerox 1898,Office Supplies,Paper,Low,100.0,1.0,0.01,7,767,2014-04-02,2016-05-08
592,Hanging Personal Folder File,Office Supplies,Storage,Low,100.0,2.0,0.02,15,672,2015-11-05,2017-09-07
594,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,Low,100.0,1.0,0.01,7,614,2015-11-01,2017-07-07
595,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,Low,100.0,1.0,0.01,9,966,2015-01-10,2017-09-02
596,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,Phones,Low,100.0,1.0,0.01,6,1093,2014-09-07,2017-09-04
597,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings,Low,100.0,2.0,0.02,15,795,2014-09-07,2016-11-10
599,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,Low,100.0,2.0,0.02,12,517,2016-04-08,2017-09-07
600,Xerox 210,Office Supplies,Paper,Low,100.0,1.0,0.01,7,1188,2014-09-09,2017-12-10
601,Electrix Halogen Magnifier Lamp,Furniture,Furnishings,Low,100.0,1.0,0.01,6,553,2016-06-06,2017-12-11
604,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,Low,100.0,1.0,0.01,5,793,2015-08-06,2017-10-07
605,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,Low,100.0,1.0,0.01,7,493,2015-03-05,2016-07-10
607,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories,Low,100.0,2.0,0.02,15,669,2015-09-03,2017-07-03
609,"Fellowes Mobile File Cart, Black",Office Supplies,Storage,Low,100.0,3.0,0.03,21,666,2016-02-05,2017-12-02
615,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders,Low,100.0,2.0,0.02,10,615,2015-09-05,2017-05-12
