product_sk,Product_Name,Category,Sub_Category,Inventory_Turnover_Ratio,Days_Inventory_Outstanding,Sales,COGS,Quantity
517,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,4.0,91.25,753.88,452.328,18
518,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,4.0,91.25,586.87,352.122,13
519,Xerox 1943,Office Supplies,Paper,4.0,91.25,342.37,205.422,7
520,"Bevis Oval Conference Table, Walnut",Furniture,Tables,4.0,91.25,2714.19,1628.514,15
521,Hon 61000 Series Interactive Training Tables,Furniture,Tables,4.0,91.25,288.8,173.28,10
522,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,4.0,91.25,119.9,71.94,12
523,Airmail Envelopes,Office Supplies,Envelopes,4.0,91.25,453.22,271.932,6
524,KI Adjustable-Height Table,Furniture,Tables,4.0,91.25,825.4,495.23999999999995,12
525,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Art,4.0,91.25,196.25,117.75,6
526,Hon GuestStacker Chair,Furniture,Chairs,4.0,91.25,3128.0499999999997,1876.8299999999997,15
527,Storex Dura Pro Binders,Office Supplies,Binders,4.0,91.25,80.19,48.114,20
528,Xerox 1948,Office Supplies,Paper,4.0,91.25,39.96,23.976,4
529,OtterBox Defender Series Case - iPhone 5c,Technology,Phones,4.0,91.25,88.75,53.25,3
530,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,4.0,91.25,270.56,162.33599999999998,12
531,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,4.0,91.25,1811.7599999999998,1087.0559999999998,12
532,DAX Wood Document Frame,Furniture,Furnishings,4.0,91.25,329.52,197.712,25
533,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,4.0,91.25,263.26,157.956,8
534,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,4.0,91.25,735.8199999999999,441.49199999999996,19
535,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,4.0,91.25,2327.84,1396.704,8
536,Xerox 1946,Office Supplies,Paper,4.0,91.25,33.7,20.220000000000002,6
537,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,4.0,91.25,289.95,173.97,38
538,Xerox 192,Office Supplies,Paper,4.0,91.25,71.28,42.768,11
539,HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Paper,4.0,91.25,92.48,55.488,16
540,X-Rack File for Hanging Folders,Office Supplies,Storage,4.0,91.25,214.51,128.706,19
541,Cisco IP Phone 7961G-GE VoIP phone,Technology,Phones,4.0,91.25,1472.75,883.65,9
542,Logitech Trackman Marble Mouse,Technology,Accessories,4.0,91.25,419.86,251.916,14
543,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art,4.0,91.25,13.1,7.859999999999999,9
544,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,4.0,91.25,292.09000000000003,175.25400000000002,19
545,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art,4.0,91.25,13.12,7.871999999999999,5
546,Xerox 197,Office Supplies,Paper,4.0,91.25,346.98,208.18800000000002,13
547,Tennsco Double-Tier Lockers,Office Supplies,Storage,4.0,91.25,4545.41,2727.2459999999996,22
548,Prang Dustless Chalk Sticks,Office Supplies,Art,4.0,91.25,31.919999999999998,19.151999999999997,19
549,Hon 2111 Invitation Series Corner Table,Furniture,Tables,4.0,91.25,2763.69,1658.214,15
550,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,4.0,91.25,103.5,62.099999999999994,13
551,"Leather Task Chair, Black",Furniture,Chairs,4.0,91.25,63.69,38.214,1
552,Avery Durable Poly Binders,Office Supplies,Binders,4.0,91.25,40.92,24.552,24
553,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,Binders,4.0,91.25,47.629999999999995,28.577999999999996,20
554,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,4.0,91.25,489.51,293.70599999999996,13
555,Xerox 1970,Office Supplies,Paper,4.0,91.25,44.82,26.892,10
556,Xerox 1960,Office Supplies,Paper,4.0,91.25,570.03,342.018,20
557,Rubber Band Ball,Office Supplies,Fasteners,4.0,91.25,47.120000000000005,28.272000000000002,13
558,Loose Memo Sheets,Office Supplies,Paper,4.0,91.25,7.3,4.38,2
559,Belkin OmniView SE Rackmount Kit,Office Supplies,Storage,4.0,91.25,248.35999999999999,149.016,7
560,Eldon Wave Desk Accessories,Furniture,Furnishings,4.0,91.25,8.32,4.992,5
561,Stockwell Push Pins,Office Supplies,Fasteners,4.0,91.25,35.75,21.45,18
562,GBC Recycled Grain Textured Covers,Office Supplies,Binders,4.0,91.25,193.43,116.05799999999999,7
563,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,Paper,4.0,91.25,34.24,20.544,4
564,Canon Imageclass D680 Copier / Fax,Technology,Copiers,4.0,91.25,5319.92,3191.9519999999998,9
565,Avery 481,Office Supplies,Labels,4.0,91.25,51.129999999999995,30.677999999999997,17
566,Newell 310,Office Supplies,Art,4.0,91.25,15.490000000000002,9.294,9
567,Staple envelope,Office Supplies,Envelopes,4.0,91.25,79.42,47.652,7
568,Newell 319,Office Supplies,Art,4.0,91.25,253.95,152.36999999999998,15
569,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,4.0,91.25,84.95,50.97,23
570,Avery 518,Office Supplies,Labels,4.0,91.25,62.37,37.422,21
571,Newell 333,Office Supplies,Art,4.0,91.25,38.92,23.352,15
572,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper,4.0,91.25,16.08,9.647999999999998,4
573,Sensible Storage WireTech Storage Systems,Office Supplies,Storage,4.0,91.25,709.8,425.87999999999994,10
574,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,4.0,91.25,1570.7,942.42,11
575,Longer-Life Soft White Bulbs,Furniture,Furnishings,4.0,91.25,36.96,22.176,12
576,Panasonic KX-TG9471B,Technology,Phones,4.0,91.25,2351.88,1411.128,12
577,Xerox 1886,Office Supplies,Paper,4.0,91.25,651.4399999999999,390.864,14
578,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,4.0,91.25,30.53,18.318,9
579,Belkin QODE FastFit Bluetooth Keyboard,Technology,Accessories,4.0,91.25,247.8,148.68,4
580,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,4.0,91.25,66.31,39.786,26
581,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,4.0,91.25,890.23,534.138,10
582,Prang Drawing Pencil Set,Office Supplies,Art,4.0,91.25,31.689999999999998,19.014,12
583,Avery 480,Office Supplies,Labels,4.0,91.25,18.75,11.25,5
584,Avery 489,Office Supplies,Labels,4.0,91.25,62.099999999999994,37.26,6
585,Peel-Off China Markers,Office Supplies,Art,4.0,91.25,29.79,17.874,3
586,Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Storage,4.0,91.25,89.22,53.532,3
587,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,4.0,91.25,120.42,72.252,18
588,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,4.0,91.25,436.61,261.966,5
589,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories,4.0,91.25,150.0,90.0,6
590,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage,4.0,91.25,1844.44,1106.664,5
591,Xerox 1898,Office Supplies,Paper,4.0,91.25,37.41,22.445999999999998,7
592,Hanging Personal Folder File,Office Supplies,Storage,4.0,91.25,219.8,131.88,15
593,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,4.0,91.25,344.76,206.856,18
594,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,4.0,91.25,13.07,7.842,7
595,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,4.0,91.25,2205.89,1323.5339999999999,9
596,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,Phones,4.0,91.25,75.56,45.336,6
597,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings,4.0,91.25,301.88,181.128,15
598,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines,4.0,91.25,399.54,239.724,4
599,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,4.0,91.25,59.28,35.568,12
600,Xerox 210,Office Supplies,Paper,4.0,91.25,38.88,23.328,7
601,Electrix Halogen Magnifier Lamp,Furniture,Furnishings,4.0,91.25,854.92,512.952,6
602,Staples,Office Supplies,Fasteners,4.0,91.25,42.980000000000004,25.788,19
603,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,4.0,91.25,135.83,81.498,20
604,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,4.0,91.25,676.87,406.122,5
605,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,4.0,91.25,901.44,540.864,7
606,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,4.0,91.25,289.98,173.988,34
607,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories,4.0,91.25,388.34999999999997,233.00999999999996,15
608,Avery 494,Office Supplies,Labels,4.0,91.25,27.14,16.284,11
609,"Fellowes Mobile File Cart, Black",Office Supplies,Storage,4.0,91.25,1231.1599999999999,738.6959999999999,21
610,Xerox 1940,Office Supplies,Paper,4.0,91.25,109.92,65.952,2
611,Xerox 1962,Office Supplies,Paper,4.0,91.25,79.61,47.766,21
612,Wilson Electronics DB Pro Signal Booster,Technology,Phones,4.0,91.25,5298.4,3179.0399999999995,19
613,Logitech ClearChat Comfort/USB Headset H390,Technology,Accessories,4.0,91.25,398.34000000000003,239.00400000000002,14
614,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,4.0,91.25,411.33,246.79799999999997,4
615,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders,4.0,91.25,47.92,28.752,10
616,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,4.0,91.25,1098.06,658.8359999999999,10
617,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,4.0,91.25,140.24,84.144,8
618,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,4.0,91.25,129.32,77.592,11
619,Avery 478,Office Supplies,Labels,4.0,91.25,9.82,5.892,2
620,Staple remover,Office Supplies,Supplies,4.0,91.25,11.34,6.803999999999999,6
621,Tops Wirebound Message Log Books,Office Supplies,Paper,4.0,91.25,30.270000000000003,18.162000000000003,11
622,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,4.0,91.25,3509.8,2105.88,10
623,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,4.0,91.25,55.97,33.582,5
624,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,4.0,91.25,46.77,28.062,16
625,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Office Supplies,Paper,4.0,91.25,53.95,32.37,3
626,Mediabridge Sport Armband iPhone 5s,Technology,Phones,4.0,91.25,117.89000000000001,70.73400000000001,14
627,Bevis 44 x 96 Conference Tables,Furniture,Tables,4.0,91.25,2223.72,1334.2319999999997,12
628,Avery 501,Office Supplies,Labels,4.0,91.25,42.8,25.679999999999996,14
629,Samsung Galaxy S4 Mini,Technology,Phones,4.0,91.25,1127.98,676.788,3
630,Bady BDG101FRU Card Printer,Technology,Machines,4.0,91.25,5439.93,3263.958,8
631,Xerox 1998,Office Supplies,Paper,4.0,91.25,46.66,27.996,9
632,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances,4.0,91.25,377.52000000000004,226.51200000000003,5
633,Round Specialty Laser Printer Labels,Office Supplies,Labels,4.0,91.25,140.34,84.204,14
634,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings,4.0,91.25,295.68,177.408,7
635,Xerox 195,Office Supplies,Paper,4.0,91.25,66.8,40.08,11
636,Flat Face Poster Frame,Furniture,Furnishings,4.0,91.25,97.97,58.782,10
637,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders,4.0,91.25,410.88,246.528,20
638,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Appliances,4.0,91.25,433.51,260.106,7
639,Classic Ivory Antique Telephone ZL1810,Technology,Phones,4.0,91.25,341.67,205.002,4
640,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage,4.0,91.25,127.18,76.308,9
641,Jabra SPEAK 410 Multidevice Speakerphone,Technology,Phones,4.0,91.25,1194.74,716.8439999999999,8
642,Staple envelope,Office Supplies,Envelopes,4.0,91.25,39.12,23.471999999999998,4
643,Newell 309,Office Supplies,Art,4.0,91.25,62.37,37.422,6
644,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders,4.0,91.25,8521.41,5112.846,17
645,Hand-Finished Solid Wood Document Frame,Furniture,Furnishings,4.0,91.25,191.69,115.014,6
646,Xerox 1891,Office Supplies,Paper,4.0,91.25,958.64,575.184,21
647,Hewlett-Packard Deskjet 5550 Printer,Technology,Machines,4.0,91.25,597.13,358.27799999999996,3
648,Staple magnet,Office Supplies,Storage,4.0,91.25,148.21,88.926,19
649,Cisco SPA 502G IP Phone,Technology,Phones,4.0,91.25,1247.48,748.4879999999999,13
650,Logitech Wireless Headset h800,Technology,Accessories,4.0,91.25,1079.8899999999999,647.9339999999999,12
651,Avaya 4621SW VoIP phone,Technology,Phones,4.0,91.25,532.4399999999999,319.46399999999994,9
652,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,4.0,91.25,301.20000000000005,180.72000000000003,7
653,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders,4.0,91.25,222.98000000000002,133.788,14
654,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage,4.0,91.25,162.66,97.59599999999999,30
655,DAX Cubicle Frames - 8x10,Furniture,Furnishings,4.0,91.25,92.32,55.391999999999996,16
656,BIC Brite Liner Grip Highlighters,Office Supplies,Art,4.0,91.25,14.1,8.459999999999999,10
657,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories,4.0,91.25,1190.0,714.0,10
658,3M Organizer Strips,Office Supplies,Binders,4.0,91.25,61.56,36.936,21
659,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,Appliances,4.0,91.25,90.64,54.384,8
660,Logitech G105 Gaming Keyboard,Technology,Accessories,4.0,91.25,617.45,370.47,11
661,Imation Clip USB flash drive - 8 GB,Technology,Accessories,4.0,91.25,142.88,85.728,8
662,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders,4.0,91.25,34.730000000000004,20.838,10
663,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,4.0,91.25,1049.73,629.838,11
664,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances,4.0,91.25,24.18,14.508,2
665,Blackstonian Pencils,Office Supplies,Art,4.0,91.25,43.790000000000006,26.274000000000004,17
666,Newell 321,Office Supplies,Art,4.0,91.25,49.2,29.52,17
667,Jabra Supreme Plus Driver Edition Headset,Technology,Phones,4.0,91.25,2063.83,1238.298,21
668,Binder Posts,Office Supplies,Binders,4.0,91.25,35.59,21.354000000000003,7
669,Bevis Round Conference Table Top & Single Column Base,Furniture,Tables,4.0,91.25,1536.5700000000002,921.942,12
670,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,4.0,91.25,26.22,15.732,3
671,Xerox 1978,Office Supplies,Paper,4.0,91.25,72.83,43.698,15
672,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies,Appliances,4.0,91.25,1944.4899999999998,1166.6939999999997,13
673,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,4.0,91.25,52.51,31.505999999999997,12
674,AT&T CL82213,Technology,Phones,4.0,91.25,394.26,236.55599999999998,14
675,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,4.0,91.25,41.86,25.116,7
676,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,4.0,91.25,497.72,298.632,5
677,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,Accessories,4.0,91.25,399.96,239.97599999999997,5
678,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage,4.0,91.25,393.92,236.352,22
679,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,4.0,91.25,115.58000000000001,69.348,7
680,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,4.0,91.25,310.51,186.30599999999998,18
681,GBC Personal VeloBind Strips,Office Supplies,Binders,4.0,91.25,79.06,47.436,12
682,Novimex Fabric Task Chair,Furniture,Chairs,4.0,91.25,585.41,351.246,13
683,"Master Big Foot Doorstop, Beige",Furniture,Furnishings,4.0,91.25,93.98,56.388,19
684,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,Accessories,4.0,91.25,107.94999999999999,64.77,6
685,"Plantronics CS 50-USB - headset - Convertible, Monaural",Technology,Phones,4.0,91.25,897.53,538.5179999999999,8
686,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,4.0,91.25,65.96000000000001,39.576,4
687,Xerox 1939,Office Supplies,Paper,4.0,91.25,360.42999999999995,216.25799999999995,19
688,Logitech Wireless Marathon Mouse M705,Technology,Accessories,4.0,91.25,779.84,467.904,17
689,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,4.0,91.25,5674.639999999999,3404.7839999999997,22
690,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,4.0,91.25,145.55,87.33,7
691,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,4.0,91.25,698.9,419.34,3
692,Zipper Ring Binder Pockets,Office Supplies,Binders,4.0,91.25,45.25,27.15,21
693,"Global Leather Task Chair, Black",Furniture,Chairs,4.0,91.25,935.9100000000001,561.546,13
694,Quality Park Security Envelopes,Office Supplies,Envelopes,4.0,91.25,104.68,62.808,5
695,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,Phones,4.0,91.25,122.92,73.752,12
696,"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,Furnishings,4.0,91.25,243.54000000000002,146.124,10
697,Acme Office Executive Series Stainless Steel Trimmers,Office Supplies,Supplies,4.0,91.25,37.71,22.626,5
698,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables,4.0,91.25,3250.7799999999997,1950.4679999999998,8
699,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,4.0,91.25,30.48,18.288,6
700,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,4.0,91.25,173.24,103.944,4
701,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders,4.0,91.25,286.26,171.756,28
702,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,Art,4.0,91.25,89.91,53.946,3
703,Wilson Jones data.warehouse D-Ring Binders with DublLock,Office Supplies,Binders,4.0,91.25,32.92,19.752,5
704,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,4.0,91.25,140.03,84.018,14
705,Hon Mobius Operator's Chair,Furniture,Chairs,4.0,91.25,1303.69,782.214,11
706,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,4.0,91.25,739.93,443.95799999999997,14
707,GBC DocuBind P50 Personal Binding Machine,Office Supplies,Binders,4.0,91.25,697.38,418.428,15
708,Holmes HEPA Air Purifier,Office Supplies,Appliances,4.0,91.25,65.34,39.204,3
709,Xerox 1988,Office Supplies,Paper,4.0,91.25,216.86,130.116,7
710,Harmony HEPA Quiet Air Purifiers,Office Supplies,Appliances,4.0,91.25,81.9,49.14,7
711,Newell 343,Office Supplies,Art,4.0,91.25,29.98,17.988,12
712,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,Furnishings,4.0,91.25,447.58,268.548,7
713,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,Art,4.0,91.25,264.61,158.766,10
714,"Belkin 325VA UPS Surge Protector, 6'",Office Supplies,Appliances,4.0,91.25,1016.24,609.744,10
715,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs,4.0,91.25,156.13,93.678,6
716,Polycom SoundStation2 EX Conference phone,Technology,Phones,4.0,91.25,485.94,291.56399999999996,2
717,Recycled Steel Personal File for Hanging File Folders,Office Supplies,Storage,4.0,91.25,766.88,460.128,15
718,Advantus Plastic Paper Clips,Office Supplies,Fasteners,4.0,91.25,139.0,83.39999999999999,29
719,Xerox 1989,Office Supplies,Paper,4.0,91.25,7.97,4.782,2
720,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,4.0,91.25,1119.24,671.544,18
721,Canon PC1060 Personal Laser Copier,Technology,Copiers,4.0,91.25,6719.9,4031.9399999999996,12
722,Bevis Round Conference Room Tables and Bases,Furniture,Tables,4.0,91.25,519.94,311.964,4
723,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,4.0,91.25,570.97,342.582,14
724,Staple holder,Office Supplies,Appliances,4.0,91.25,90.17,54.102,11
725,Xerox 1965,Office Supplies,Paper,4.0,91.25,26.310000000000002,15.786000000000001,5
726,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,Appliances,4.0,91.25,41.95,25.17,12
727,Newell 351,Office Supplies,Art,4.0,91.25,16.4,9.839999999999998,5
728,Balt Solid Wood Round Tables,Furniture,Tables,4.0,91.25,3571.92,2143.152,8
729,Plantronics MX500i Earset,Technology,Phones,4.0,91.25,300.65,180.39,7
730,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories,4.0,91.25,1999.9,1199.94,10
731,Global Leather Executive Chair,Furniture,Chairs,4.0,91.25,280.79,168.47400000000002,1
732,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art,4.0,91.25,176.08,105.64800000000001,9
733,Fellowes Officeware Wire Shelving,Office Supplies,Storage,4.0,91.25,844.4,506.64,10
734,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,4.0,91.25,34.03,20.418,11
735,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Appliances,4.0,91.25,621.89,373.13399999999996,11
736,Newell 315,Office Supplies,Art,4.0,91.25,53.82,32.292,9
737,3-ring staple pack,Office Supplies,Binders,4.0,91.25,16.54,9.924,11
738,Satellite Sectional Post Binders,Office Supplies,Binders,4.0,91.25,746.66,447.996,21
739,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,Appliances,4.0,91.25,158.94,95.36399999999999,6
740,Hypercom P1300 Pinpad,Technology,Accessories,4.0,91.25,504.0,302.4,9
741,Acco Hot Clips Clips to Go,Office Supplies,Fasteners,4.0,91.25,26.32,15.792,10
742,Global Ergonomic Managers Chair,Furniture,Chairs,4.0,91.25,1122.0700000000002,673.2420000000001,7
743,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,Paper,4.0,91.25,32.75,19.65,5
744,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,4.0,91.25,7.22,4.332,2
745,Xerox 1951,Office Supplies,Paper,4.0,91.25,285.02,171.01199999999997,11
746,Staples,Office Supplies,Fasteners,4.0,91.25,7.86,4.716,2
747,Recycled Premium Regency Composition Covers,Office Supplies,Binders,4.0,91.25,24.45,14.669999999999998,2
748,Xerox 219,Office Supplies,Paper,4.0,91.25,38.879999999999995,23.327999999999996,6
749,Xerox 1903,Office Supplies,Paper,4.0,91.25,41.86,25.116,7
750,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),Technology,Accessories,4.0,91.25,2951.84,1771.104,17
751,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,4.0,91.25,256.32,153.792,9
752,Staple envelope,Office Supplies,Envelopes,4.0,91.25,39.76,23.855999999999998,7
753,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,Phones,4.0,91.25,95.9,57.54,12
754,Xerox 1974,Office Supplies,Paper,4.0,91.25,11.96,7.176,2
755,Bevis Boat-Shaped Conference Table,Furniture,Tables,4.0,91.25,629.06,377.436,3
756,Bush Mission Pointe Library,Furniture,Bookcases,4.0,91.25,543.53,326.118,4
757,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Technology,Accessories,4.0,91.25,1399.8600000000001,839.916,16
758,Computer Printout Index Tabs,Office Supplies,Binders,4.0,91.25,8.06,4.836,9
759,GBC Wire Binding Combs,Office Supplies,Binders,4.0,91.25,82.72,49.632,13
760,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Furnishings,4.0,91.25,21.5,12.9,9
761,Cardinal Holdit Data Disk Pockets,Office Supplies,Binders,4.0,91.25,29.12,17.472,5
762,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,4.0,91.25,314.7,188.82,24
763,SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders,4.0,91.25,30.16,18.096,6
764,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,Paper,4.0,91.25,45.55,27.33,5
765,Xerox 23,Office Supplies,Paper,4.0,91.25,45.36,27.215999999999998,7
766,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,4.0,91.25,16.91,10.145999999999999,1
767,Global Deluxe High-Back Office Chair in Storm,Furniture,Chairs,4.0,91.25,652.75,391.65,6
768,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Technology,Accessories,4.0,91.25,139.36,83.616,9
769,Avery 50,Office Supplies,Labels,4.0,91.25,235.56,141.33599999999998,20
770,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Office Supplies,Appliances,4.0,91.25,1101.48,660.888,4
771,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,4.0,91.25,3636.47,2181.8819999999996,10
772,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,Storage,4.0,91.25,256.56,153.936,6
773,Newell 313,Office Supplies,Art,4.0,91.25,22.96,13.776,8
774,Xerox 1959,Office Supplies,Paper,4.0,91.25,20.04,12.024,3
775,Jawbone JAMBOX Wireless Bluetooth Speaker,Technology,Phones,4.0,91.25,2022.27,1213.3619999999999,14
776,Xerox 1895,Office Supplies,Paper,4.0,91.25,56.21,33.726,10
777,Polycom VVX 310 VoIP phone,Technology,Phones,4.0,91.25,1727.91,1036.746,12
778,Belkin 8 Outlet Surge Protector,Office Supplies,Appliances,4.0,91.25,565.52,339.31199999999995,17
779,Panasonic KX TS3282B Corded phone,Technology,Phones,4.0,91.25,393.56,236.136,6
780,Logitech G13 Programmable Gameboard with LCD Display,Technology,Accessories,4.0,91.25,735.91,441.546,10
